Timestamp,Building,Floor,Range Number,Section Number,Shelf Number,Call No. Leading Alpha ,Call No. Leading Numeric,Call No. Ending Alpha ,Call No. Ending Numeric,Occupied Space,Stacked
5/31/2017 12:03:04,ZIM,2,41,2,4,DC,373,DC,389,32,No
5/31/2017 12:03:33,ZIM,2,41,2,5,DC,389,DC,397,32,No
5/31/2017 12:03:57,ZIM,2,41,2,6,DC,397,DC,397,32,No
5/31/2017 12:04:47,ZIM,2,41,3,1,DC,397,DC,404,34,No
5/31/2017 12:05:11,ZIM,2,41,3,2,DC,404,DC,404,32,No
5/31/2017 12:05:31,ZIM,2,41,3,3,DC,404,DC,412,32,No
5/31/2017 12:05:54,ZIM,2,41,3,4,DC,412,DC,415,34,No
5/31/2017 12:06:17,ZIM,2,41,3,5,DC,415,DC,420,32,No
5/31/2017 12:06:39,ZIM,2,41,3,6,DC,420,DC,434,36,No
5/31/2017 12:07:22,ZIM,2,41,4,1,DC,601.3,DC,611,31,No
5/31/2017 12:07:42,ZIM,2,41,4,2,DC,611,DC,611,31,No
5/31/2017 12:08:07,ZIM,2,41,4,3,DC,611,DC,611,32,No
5/31/2017 12:08:33,ZIM,2,41,4,4,DC,611,DC,611,34,No
5/31/2017 12:09:03,ZIM,2,41,4,5,DC,611,DC,707,35,No
5/31/2017 12:09:53,ZIM,2,41,4,6,DC,707,DC,707,34,No
5/31/2017 12:10:27,ZIM,2,41,5,1,DC,707,DC,708,31,No
5/31/2017 12:10:52,ZIM,2,41,5,2,DC,708,DC,715,33,No
5/31/2017 12:11:20,ZIM,2,41,5,3,DC,715,DC,715,32,No
5/31/2017 12:11:47,ZIM,2,41,5,4,DC,715,DC,718,36,No
5/31/2017 12:12:14,ZIM,2,41,5,5,DC,718,DC,731,32,No
5/31/2017 12:15:34,ZIM,2,41,5,6,DC,731,DC,737,31,No
5/31/2017 12:16:02,ZIM,2,41,6,1,DC,737,DC,801,33,No
5/31/2017 12:16:36,ZIM,2,41,6,2,DC,801,DC,801,34,No
5/31/2017 12:17:27,ZIM,2,41,6,3,DC,801,DC,801,32,No
5/31/2017 12:17:59,ZIM,2,41,6,4,DC,801,DD,20,33,No
5/31/2017 12:18:35,ZIM,2,41,6,5,DD,20,DD,43,34,No
5/31/2017 12:19:06,ZIM,2,41,6,6,DD,43,DD,61,34,No
5/31/2017 12:19:42,ZIM,2,41,7,1,DD,61,DD,67,35,No
5/31/2017 12:14:08,ZIM,2,41,7,2,DD,67,DD,76,35,No
5/31/2017 12:14:35,ZIM,2,41,7,3,DD,76,DD,85,33,No
5/31/2017 12:14:59,ZIM,2,41,7,4,DD,85,DD,86,36,No
5/31/2017 12:15:30,ZIM,2,41,7,5,DD,86,DD,89,35,No
5/31/2017 12:15:57,ZIM,2,41,7,6,DD,89,DD,89,36,No
5/31/2017 12:16:24,ZIM,2,41,8,1,DD,89,DD,90,36,No
5/31/2017 12:16:48,ZIM,2,41,8,2,DD,90,DD,101,35,No
5/31/2017 12:17:17,ZIM,2,41,8,3,DD,101,DD,112,34,No
5/31/2017 12:17:45,ZIM,2,41,8,4,DD,112,DD,119.2,34,No
5/31/2017 12:18:17,ZIM,2,41,8,5,DD,119.3,DD,120,34,No
5/31/2017 12:18:45,ZIM,2,41,8,6,DD,120,DD,145,34,No
5/31/2017 12:19:18,ZIM,2,41,9,1,DD,147.5,DD,174,36,No
5/31/2017 12:19:46,ZIM,2,41,9,2,DD,174.3,DD,176,34,No
5/31/2017 12:20:10,ZIM,2,41,9,3,DD,176,DD,176,32,No
5/31/2017 12:20:39,ZIM,2,41,9,4,DD,176,DD,180,31,No
5/31/2017 12:21:07,ZIM,2,41,9,5,DD,180.5,DD,189,33,No
5/31/2017 12:21:45,ZIM,2,41,9,6,DD,189,DD,203,36,No
5/31/2017 12:22:29,ZIM,2,41,10,1,DD,203,DD,204,32,No
5/31/2017 12:23:41,ZIM,2,41,10,2,DD,204,DD,207,33,No
5/31/2017 12:24:29,ZIM,2,41,10,3,DD,207,DD,218,36,No
5/31/2017 12:28:17,ZIM,2,41,10,4,DD,218,DD,218,34,No
5/31/2017 12:29:01,ZIM,2,41,10,5,DD,218,DD,219,36,No
5/31/2017 12:29:31,ZIM,2,41,10,6,DD,219,DD,220,36,No
5/31/2017 12:30:04,ZIM,2,41,11,1,DD,220,DD,221.5,35,No
5/31/2017 12:30:36,ZIM,2,41,11,2,DD,221.5,DD,228,35,No
5/31/2017 12:31:04,ZIM,2,41,11,3,DD,228,DD,228.8,34,No
5/31/2017 12:31:50,ZIM,2,41,11,4,DD,228.8,DD,229,34,No
5/31/2017 12:32:15,ZIM,2,41,11,5,DD,229,DD,231,36,No
5/31/2017 12:21:47,ZIM,2,41,11,6,DD,321,DD,231,34,No
5/31/2017 12:22:39,ZIM,2,41,12,1,DD,231,DD,232,32,No
5/31/2017 12:23:20,ZIM,2,41,12,2,DD,232,DD,235,33,No
5/31/2017 12:23:54,ZIM,2,41,12,3,DD,235,DD,238,34,No
5/31/2017 12:24:20,ZIM,2,41,12,4,DD,238,DD,239,33,No
5/31/2017 12:24:48,ZIM,2,41,12,5,DD,240,DD,240,32,No
5/31/2017 12:25:22,ZIM,2,41,12,6,DD,240,DD,240,34,No
5/31/2017 12:25:46,ZIM,2,41,13,1,DD,240,DD,247,34,No
5/31/2017 12:26:18,ZIM,2,41,13,2,DD,247,DD,247,33,No
5/31/2017 12:28:18,ZIM,2,41,13,3,DD,247,DD,247,34,No
5/31/2017 12:28:40,ZIM,2,41,13,4,DD,247,DD,247,36,No
5/31/2017 12:29:00,ZIM,2,41,13,5,DD,247,DD,247,36,No
5/31/2017 12:29:19,ZIM,2,41,13,6,DD,247,DD,247,33,No
5/31/2017 12:29:40,ZIM,2,41,14,1,DD,247,DD,247,31,No
5/31/2017 12:30:09,ZIM,2,41,14,2,DD,247,DD,247,33,No
5/31/2017 12:30:28,ZIM,2,41,14,3,DD,247,DD,247,34,No
5/31/2017 12:30:54,ZIM,2,41,14,4,DD,247,DD,247,36,No
5/31/2017 12:31:23,ZIM,2,41,14,5,DD,247,DD,247,35,No
5/31/2017 12:31:49,ZIM,2,41,14,6,DD,247,DD,247,34,No
5/31/2017 12:32:30,ZIM,2,42,1,1,DD,247,DD,247,34,No
5/31/2017 12:33:00,ZIM,2,42,1,2,DD,247,DD,247,35,No
5/31/2017 12:33:35,ZIM,2,42,1,3,DD,247,DD,248,35,No
5/31/2017 12:34:03,ZIM,2,42,1,4,DD,248,DD,253,31,No
5/31/2017 12:34:36,ZIM,2,42,1,5,DD,253,DD,253,33,No
5/31/2017 12:35:12,ZIM,2,42,1,6,DD,253,DD,253,34,No
5/31/2017 12:35:58,ZIM,2,42,2,1,DD,253,DD,253.27,35,No
5/31/2017 12:36:24,ZIM,2,42,2,2,DD,253.28,DD,254,35,No
5/31/2017 12:36:48,ZIM,2,42,2,3,DD,254,DD,256.3,35,No
5/31/2017 12:36:38,ZIM,2,42,2,4,DD,256.3,DD,256.3,34,No
5/31/2017 12:38:29,ZIM,2,42,2,5,DD,256.3,DD,256.5,34,No
5/31/2017 12:39:09,ZIM,2,42,2,6,DD,256.5,DD,256.5,35,No
5/31/2017 12:39:30,ZIM,2,42,3,1,DD,256.5,DD,256.5,34,No
5/31/2017 12:39:57,ZIM,2,42,3,2,DD,256.5,DD,256.5,33,No
5/31/2017 12:40:29,ZIM,2,42,3,3,DD,256.5,DD,256.5,29,No
5/31/2017 12:40:58,ZIM,2,42,3,4,DD,256.5,DD,256.5,35,No
5/31/2017 12:41:38,ZIM,2,42,3,5,DD,256.5,DD,256.5,32,No
5/31/2017 12:42:09,ZIM,2,42,3,6,DD,256.5,DD,257,35,No
5/31/2017 12:42:31,ZIM,2,42,4,1,DD,257,DD,257.2,35,No
5/31/2017 12:43:10,ZIM,2,42,4,2,DD,257.2,DD,257.25,35,No
5/31/2017 12:43:32,ZIM,2,42,4,3,DD,25.25,DD,258.6,33,No
5/31/2017 12:44:56,ZIM,2,42,4,4,DD,258.7,DD,259,33,No
5/31/2017 12:45:11,ZIM,2,42,4,5,DD,259,DD,259,32,No
5/31/2017 12:46:12,ZIM,2,42,4,6,DD,259,DD,259,35,No
5/31/2017 12:46:57,ZIM,2,42,5,1,DD,259.4,DD,259.4,32,No
5/31/2017 12:47:25,ZIM,2,42,5,2,DD,259.4,DD,259.5,32,No
5/31/2017 12:50:48,ZIM,2,42,5,3,DD,259.63,DD,259.7,31,No
5/31/2017 12:51:22,ZIM,2,42,5,4,DD,259.7,DD,261,35,No
5/31/2017 12:51:51,ZIM,2,42,5,5,DD,261,DD,261.7,33,No
,ZIM,2,42,5,6,DD,261.7,DD,287.4,34,No
5/31/2017 12:52:24,ZIM,2,42,6,1,DD,287.4,DD,290.25,35,No
5/31/2017 12:53:13,ZIM,2,42,6,2,DD,290.25,DD,290.3,35,No
5/31/2017 12:53:30,ZIM,2,42,6,3,DD,290.3,DD,347,35,No
5/31/2017 12:53:59,ZIM,2,42,6,4,DD,350,DD,404,35,No
5/31/2017 12:54:19,ZIM,2,42,6,5,DD,404,DD,404,32,No
5/31/2017 12:54:43,ZIM,2,42,6,6,DD,404,DD,414,33,No
5/31/2017 12:55:16,ZIM,2,42,7,1,DD,414,DD,424.3,33,No
5/31/2017 12:39:54,ZIM,2,42,7,2,DD,424.8,DD,439,32,No
5/31/2017 12:40:30,ZIM,2,42,7,3,DD,443,DD,491,31,No
5/31/2017 12:41:06,ZIM,2,42,7,4,DD,491,DD,801,32,No
5/31/2017 12:41:32,ZIM,2,42,7,5,DD,801,DD,801,30,No
5/31/2017 12:41:53,ZIM,2,42,7,6,DD,801,DD,801,35,No
5/31/2017 12:42:19,ZIM,2,42,8,1,DD,801,DD,801,35,No
5/31/2017 12:42:47,ZIM,2,42,8,2,DD,801,DD,860,35,No
5/31/2017 12:43:19,ZIM,2,42,8,3,DD,860,DD,880,33,No
5/31/2017 12:43:42,ZIM,2,42,8,4,DD,880,DD,881,32,No
5/31/2017 12:44:45,ZIM,2,42,8,5,DD,881,DD,881.3,32,No
5/31/2017 12:45:13,ZIM,2,42,8,6,DD,881.3,DD,901,35,No
5/31/2017 12:45:43,ZIM,2,42,9,1,DD,901,DD,901,35,No
5/31/2017 12:46:20,ZIM,2,42,9,2,DD,901,DE,5,32,No
5/31/2017 12:47:18,ZIM,2,42,9,3,DE,5,DE,5,32,No
5/31/2017 12:48:13,ZIM,2,42,9,4,DE,5,DE,7,35,No
5/31/2017 12:48:31,ZIM,2,42,9,5,DE,7,DE,7,32,No
5/31/2017 12:49:33,ZIM,2,42,9,6,DE,7,DE,9,34,No
5/31/2017 12:50:07,ZIM,2,42,10,1,DE,15.5,DE,59,31,No
5/31/2017 12:51:45,ZIM,2,42,10,2,DE,59,DE,61,32,No
5/31/2017 12:52:13,ZIM,2,42,10,3,DE,61,DE,71,35,No
5/31/2017 12:52:45,ZIM,2,42,10,4,DE,71,DE,80,35,No
5/31/2017 12:53:19,ZIM,2,42,10,5,DE,80,DE,86,35,No
5/31/2017 12:53:51,ZIM,2,42,10,6,DE,86,DF,11,34,No
5/31/2017 12:54:14,ZIM,2,42,11,1,DF,11,DF,77,31,No
5/31/2017 12:55:30,ZIM,2,42,11,2,DF,77,DF,77,32,No
5/31/2017 12:56:29,ZIM,2,42,11,3,DF,77,DF,77,32,No
5/31/2017 12:56:52,ZIM,2,42,11,4,DF,77,DF,77,33,No
5/31/2017 12:57:12,ZIM,2,42,11,5,DF,77,DF,77,33,No
5/31/2017 12:52:38,ZIM,2,42,11,6,DF,77,DF,78,35,No
5/31/2017 12:53:24,ZIM,2,42,12,1,DF,78,DF,78,35,No
5/31/2017 12:54:01,ZIM,2,42,12,2,DF,78,DF,81,31,No
5/31/2017 12:54:36,ZIM,2,42,12,3,DF,81,DF,89,32,No
5/31/2017 12:55:25,ZIM,2,42,12,4,DF,89,DF,135,32,No
5/31/2017 12:55:59,ZIM,2,42,12,5,DF,136,DF,211,33,No
5/31/2017 12:56:35,ZIM,2,42,12,6,DF,211,DF,214,35,No
5/31/2017 12:57:11,ZIM,2,42,13,1,DF,214,DF,214,32,No
5/31/2017 12:57:46,ZIM,2,42,13,2,DF,214,DF,214,31,No
5/31/2017 12:58:24,ZIM,2,42,13,3,DF,214,DF,215,32,No
5/31/2017 12:59:08,ZIM,2,42,13,4,DF,215,DF,220,33,No
5/31/2017 13:10:46,ZIM,2,42,13,5,DF,220,DF,220.5,35,No
5/31/2017 13:11:25,ZIM,2,42,13,6,DF,220.5,DF,221,35,No
5/31/2017 13:11:56,ZIM,2,42,14,1,DF,221,DF,221,31,No
5/31/2017 13:12:31,ZIM,2,42,14,2,DF,221,DF,221,32,No
5/31/2017 13:21:25,ZIM,2,42,14,3,DF,221,DF,225,27,No
5/31/2017 13:24:19,ZIM,2,42,14,4,DF,225.4,DF,229,35,No
5/31/2017 13:24:50,ZIM,2,42,14,5,DF,229,DF,229,30,No
5/31/2017 13:25:24,ZIM,2,42,14,6,DF,229,DF,229,35,No
5/31/2017 13:25:58,ZIM,2,43,1,1,DF,229.2,DF,233,35,No
5/31/2017 13:26:26,ZIM,2,43,1,2,DF,233,DF,234,34,No
5/31/2017 13:26:59,ZIM,2,43,1,3,DF,234,DF,234.2,35,No
5/31/2017 13:27:29,ZIM,2,43,1,4,DF,234.2,DF,235.4,35,No
5/31/2017 13:28:15,ZIM,2,43,1,5,DF,235.48,DF,261,32,No
5/31/2017 13:29:50,ZIM,2,43,1,6,DF,261,DF,261,32,No
5/31/2017 13:30:19,ZIM,2,43,2,1,DF,261,DF,261,32,No
5/31/2017 13:30:47,ZIM,2,43,2,2,DF,261,DF,275,33,No
5/31/2017 13:31:16,ZIM,2,43,2,3,DF,275,DF,285,32,No
5/31/2017 12:56:34,ZIM,2,43,2,4,DF,285,DF,500,33,No
5/31/2017 12:56:52,ZIM,2,43,2,5,DF,504.5,DF,531,31,No
5/31/2017 12:57:13,ZIM,2,43,2,6,DF,531,DF,552,32,No
5/31/2017 12:57:29,ZIM,2,43,3,1,DF,552,DF,553,30,No
5/31/2017 12:57:49,ZIM,2,43,3,2,DF,553,DF,572,31,No
5/31/2017 12:58:10,ZIM,2,43,3,3,DF,572,DF,596,25,No
5/31/2017 12:58:25,ZIM,2,43,3,4,DF,601,DF,642,33,No
5/31/2017 12:58:46,ZIM,2,43,3,5,DF,645,DF,720.5,33,No
5/31/2017 12:59:05,ZIM,2,43,3,6,DF,720.5,DF,727,32,No
5/31/2017 12:59:24,ZIM,2,43,4,1,DF,727,DF,759,33,No
5/31/2017 12:59:46,ZIM,2,43,4,2,DF,759,DF,827,23,No
5/31/2017 13:00:05,ZIM,2,43,4,3,DF,831,DF,850,31,No
5/31/2017 13:00:53,ZIM,2,43,4,4,DF,850,DF,901,33,No
5/31/2017 13:01:09,ZIM,2,43,4,5,DF,901,DG,12,33,No
5/31/2017 13:01:35,ZIM,2,43,4,6,DG,12,DG,29,22,No
5/31/2017 13:02:02,ZIM,2,43,5,1,DG,29,DG,59,35,No
5/31/2017 13:02:23,ZIM,2,43,5,2,DG,59,DG,63,34,No
5/31/2017 13:02:49,ZIM,2,43,5,3,DG,63,DG,70,34,No
5/31/2017 13:03:09,ZIM,2,43,5,4,DG,70,DG,70,30,No
5/31/2017 13:03:23,ZIM,2,43,5,5,DG,70,DG,77,34,No
5/31/2017 13:03:44,ZIM,2,43,5,6,DG,77,DG,77,34,No
5/31/2017 13:04:05,ZIM,2,43,6,1,DG,77,DG,78,31,No
5/31/2017 13:04:18,ZIM,2,43,6,2,DG,78,DG,78,34,No
5/31/2017 13:04:38,ZIM,2,43,6,3,DG,78,DG,83,30,No
5/31/2017 13:05:27,ZIM,2,43,6,4,DG,83.1,DG,87,31,No
5/31/2017 13:05:47,ZIM,2,43,6,5,DG,88,DG,95,35,No
5/31/2017 13:12:00,ZIM,2,43,6,6,DG,95,DG,203,35,No
5/31/2017 13:12:15,ZIM,2,43,7,1,DG,205,DG,206,31,No
5/31/2017 13:21:30,ZIM,2,43,7,2,DG,206,DG,207,32,No
5/31/2017 13:21:58,ZIM,2,43,7,3,DG,207,DG,209,30,No
5/31/2017 13:22:46,ZIM,2,43,7,4,DG,209,DG,209,30,No
5/31/2017 13:23:12,ZIM,2,43,7,5,DG,209,DG,209,35,No
5/31/2017 13:23:41,ZIM,2,43,7,6,DG,209,DG,210,34,No
5/31/2017 13:24:07,ZIM,2,43,8,1,DG,210,DG,211,33,No
5/31/2017 13:24:36,ZIM,2,43,8,2,DG,211,DG,223,34,No
5/31/2017 13:25:02,ZIM,2,43,8,3,DG,223,DG,231,31,No
5/31/2017 13:25:34,ZIM,2,43,8,4,DG,231,DG,235.2,33,No
5/31/2017 13:26:22,ZIM,2,43,8,5,DG,237,DG,248,33,No
5/31/2017 13:27:08,ZIM,2,43,8,6,DG,249,DG,254,35,No
5/31/2017 13:27:36,ZIM,2,43,9,1,DG,254,DG,258.5,32,No
5/31/2017 13:28:28,ZIM,2,43,9,2,DG,259,DG,260,32,No
5/31/2017 13:29:01,ZIM,2,43,9,3,DG,260,DG,261,34,No
5/31/2017 13:30:49,ZIM,2,43,9,4,DG,261,DG,270,35,No
5/31/2017 13:31:45,ZIM,2,43,9,5,DG,270,DG,274,33,No
5/31/2017 13:32:21,ZIM,2,43,9,6,DG,274.3,DG,276.5,35,No
5/31/2017 13:32:57,ZIM,2,43,10,1,DG,276.5,DG,279,34,No
5/31/2017 13:33:25,ZIM,2,43,10,2,DG,279,DG,285,35,No
5/31/2017 13:34:08,ZIM,2,43,10,3,DG,285,DG,295,32,No
5/31/2017 13:34:45,ZIM,2,43,10,4,DG,295,DG,311,30,No
5/31/2017 13:35:14,ZIM,2,43,10,5,DG,311,DG,311,32,No
5/31/2017 13:36:56,ZIM,2,43,10,6,DG,311,DG,311,33,No
5/31/2017 13:37:25,ZIM,2,43,11,1,DG,311,DG,311,32,No
5/31/2017 13:38:32,ZIM,2,43,11,2,DG,311,DG,315,35,No
5/31/2017 13:39:00,ZIM,2,43,11,3,DG,315,DG,403,35,No
5/31/2017 13:39:30,ZIM,2,43,11,4,DG,405,DG,417,32,No
5/31/2017 13:40:06,ZIM,2,43,11,5,DG,417,DG,426,32,No
5/31/2017 13:32:23,ZIM,2,43,11,6,DG,426,DG,428,34,No
5/31/2017 13:32:53,ZIM,2,43,12,1,DG,428,DG,430.2,34,No
5/31/2017 13:33:25,ZIM,2,43,12,2,DG,430.2,DG,445,32,No
5/31/2017 13:33:47,ZIM,2,43,12,3,DG,445,DG,450,32,No
5/31/2017 13:34:23,ZIM,2,43,12,4,DG,451,DG,465.7,34,No
5/31/2017 13:34:44,ZIM,2,43,12,5,DG,465,DG,484,33,No
5/31/2017 13:35:03,ZIM,2,43,12,6,DG,492,DG,503,34,No
5/31/2017 13:35:24,ZIM,2,44,1,1,DG,504,DG,533,31,No
5/31/2017 13:35:58,ZIM,2,44,1,2,DG,533,DG,533,32,No
5/31/2017 13:36:17,ZIM,2,44,1,3,DG,533,DG,537.8,32,No
5/31/2017 13:36:39,ZIM,2,44,1,4,DG,537.8,DG,552,33,No
5/31/2017 13:36:56,ZIM,2,44,1,5,DG,541.8,DG,552,33,No
5/31/2017 13:37:26,ZIM,2,44,1,6,DG,552,DG,552.8,33,No
5/31/2017 13:37:43,ZIM,2,44,2,1,DG,552.8,DG,552.8,31,No
5/31/2017 13:38:03,ZIM,2,44,2,2,DG,552.8,DG,555,32,No
5/31/2017 13:38:21,ZIM,2,44,2,3,DG,555,DG,571,31,No
5/31/2017 13:38:37,ZIM,2,44,2,4,DG,571,DG,571,31,No
5/31/2017 13:39:01,ZIM,2,44,2,5,DG,571,DG,572,32,No
5/31/2017 13:39:39,ZIM,2,44,2,6,DG,572,DG,575,33,No
5/31/2017 13:40:05,ZIM,2,44,3,1,DG,575,DG,575,35,No
5/31/2017 13:40:24,ZIM,2,44,3,2,DG,575,DG,601,32,No
5/31/2017 13:40:44,ZIM,2,44,3,3,DG,601,DG,582.5,35,No
5/31/2017 13:41:05,ZIM,2,44,3,4,DG,658.5,DG,674.2,34,No
5/31/2017 13:41:29,ZIM,2,44,3,5,DG,671.2,DG,676,36,No
5/31/2017 13:41:51,ZIM,2,44,3,6,DG,676,DG,678.235,33,No
5/31/2017 13:42:15,ZIM,2,44,4,1,DG,677.6,DG,731.4,34,No
5/31/2017 13:42:36,ZIM,2,44,4,2,DG,731.5,DG,734.2,32,No
5/31/2017 13:43:45,ZIM,2,44,4,3,DG,734.2,DG,737,32,No
5/31/2017 13:45:29,ZIM,2,44,4,4,DG,737,DG,737.42,32,No
5/31/2017 13:45:48,ZIM,2,44,4,5,DG,737.42,DG,737.55,32,No
5/31/2017 13:46:19,ZIM,2,44,4,6,DG,737.58,DG,737.97,33,No
5/31/2017 13:46:39,ZIM,2,44,5,1,DG,738.13,DG,738.14,32,No
5/31/2017 13:46:57,ZIM,2,44,5,2,DG,738.17,DG,797.83,32,No
5/31/2017 13:47:20,ZIM,2,44,5,3,DG,797.83,DG,806,33,No
5/31/2017 13:47:36,ZIM,2,44,5,4,DG,806,DG,806.2,31,No
5/31/2017 13:48:03,ZIM,2,44,5,5,DG,806.2,DG,811,34,No
5/31/2017 13:48:16,ZIM,2,44,5,6,DG,811,DG,816,32,No
5/31/2017 13:48:42,ZIM,2,44,6,1,DG,816.29,DG,847.162,35,No
5/31/2017 13:49:01,ZIM,2,44,6,2,DG,847.62,DG,865,33,No
5/31/2017 13:49:20,ZIM,2,44,6,3,DG,865,DG,869,28,No
5/31/2017 13:49:35,ZIM,2,44,6,4,DG,867.3,DG,975,32,No
5/31/2017 13:49:51,ZIM,2,44,6,5,DG,975,DG,975,32,No
5/31/2017 13:50:06,ZIM,2,44,6,6,DG,975,DG,975,33,No
5/31/2017 13:50:18,ZIM,2,44,7,1,DG,975,DG,975,32,No
5/31/2017 13:50:40,ZIM,2,44,7,2,DG,975,DH,186,35,No
5/31/2017 13:50:58,ZIM,2,44,7,3,DH,186.5,DH,186.5,35,No
5/31/2017 13:51:55,ZIM,2,44,7,4,DH,186.5,DH,187.5,31,No
5/31/2017 13:52:16,ZIM,2,44,7,5,DH,187.5,DH,188,31,No
5/31/2017 13:52:38,ZIM,2,44,7,6,DH,188,DH,492,32,No
5/31/2017 13:52:53,ZIM,2,44,8,1,DH,521,DH,671,32,No
5/31/2017 15:58:44,ZIM,2,44,8,2,DH,677,DH,805,34,No
5/31/2017 15:59:07,ZIM,2,44,8,3,DH,805,DJ,38,35,No
5/31/2017 15:59:26,ZIM,2,44,8,4,DJ,38,DJ,121,34,No
5/31/2017 15:59:41,ZIM,2,44,8,5,DJ,132,DJ,211,35,No
5/31/2017 16:00:02,ZIM,2,44,8,6,DJ,211,DJK,4,35,No
5/31/2017 16:00:23,ZIM,2,44,9,1,DJK,4,DJK,26,26,No
5/31/2017 13:51:23,ZIM,2,44,9,2,DJK,26,DJK,40,33,No
5/31/2017 13:51:53,ZIM,2,44,9,3,DJK,41,DJK,47,32,No
5/31/2017 13:52:19,ZIM,2,44,9,4,DJK,47,DJK,50,34,No
5/31/2017 13:55:01,ZIM,2,44,9,5,DJK,50,DJK,51,31,No
5/31/2017 13:55:24,ZIM,2,44,9,6,DJK,51,DJK,66,32,No
5/31/2017 13:55:50,ZIM,2,44,10,1,DJK,66,DK,4,30,No
5/31/2017 13:56:09,ZIM,2,44,10,2,DK,4,DK,14,31,No
5/31/2017 13:57:29,ZIM,2,44,10,3,DK,14,DK,17,32,No
5/31/2017 13:57:58,ZIM,2,44,10,4,DK,17,DK,21,32,No
5/31/2017 13:58:17,ZIM,2,44,10,5,DK,23,DK,26,31,No
5/31/2017 13:58:37,ZIM,2,44,10,6,DK,26,DK,28,34,No
5/31/2017 13:59:03,ZIM,2,44,11,1,DK,28,DK,32,32,No
5/31/2017 13:59:24,ZIM,2,44,11,2,DK,32,DK,32,33,No
5/31/2017 13:59:43,ZIM,2,44,11,3,DK,32,DK,32.7,31,No
5/31/2017 14:00:05,ZIM,2,44,11,4,DK,32.7,DK,33,30,No
5/31/2017 14:00:25,ZIM,2,44,11,5,DK,33,DK,34,32,No
5/31/2017 14:00:44,ZIM,2,44,11,6,DK,34,DK,37,34,No
5/31/2017 14:01:55,ZIM,2,44,12,1,DK,35.6,DK,38,34,No
5/31/2017 14:02:21,ZIM,2,44,12,2,DK,38,DK,38.8,35,No
5/31/2017 14:02:42,ZIM,2,44,12,3,DK,38.8,DK,40,35,No
5/31/2017 14:03:03,ZIM,2,44,12,4,DK,40,DK,40,32,No
5/31/2017 14:03:23,ZIM,2,44,12,5,DK,40,DK,40,27,No
5/31/2017 14:03:47,ZIM,2,44,12,6,DK,40,DK,41,33,No
5/31/2017 14:04:06,ZIM,2,44,13,1,DK,41,DK,42,35,No
5/31/2017 14:05:41,ZIM,2,44,13,2,DK,42,DK,43,35,No
5/31/2017 14:06:06,ZIM,2,44,13,3,DK,43,DK,59,30,No
5/31/2017 14:06:26,ZIM,2,44,13,4,DK,60,DK,63.3,31,No
5/31/2017 14:06:47,ZIM,2,44,13,5,DK,63.3,DK,65,35,No
5/31/2017 14:07:18,ZIM,2,44,13,6,DK,65,DK,65,32,No
5/31/2017 14:07:39,ZIM,2,44,14,1,DK,65,DK,67.5,33,No
5/31/2017 14:08:01,ZIM,2,44,14,2,DK,67.5,DK,68.7,32,No
5/31/2017 14:08:25,ZIM,2,44,14,3,DK,68.7,DK,68.7,32,No
5/31/2017 14:08:45,ZIM,2,44,14,4,DK,68.7,DK,70,31,No
5/31/2017 14:13:09,ZIM,2,44,14,5,DK,70,DK,71,26,No
5/31/2017 14:13:31,ZIM,2,44,14,6,DK,71,DK,93,29,No
5/31/2017 14:13:52,ZIM,2,45,1,1,DK,59,DK,111,31,No
5/31/2017 14:14:15,ZIM,2,45,1,2,DK,111,DK,114,32,No
5/31/2017 14:14:35,ZIM,2,45,1,3,DK,118,DK,130,30,No
5/31/2017 14:14:55,ZIM,2,45,1,4,DK,131,DK,132,31,No
5/31/2017 14:15:16,ZIM,2,45,1,5,DK,132,DK,169,32,No
5/31/2017 14:15:37,ZIM,2,45,1,6,DK,169,DK,170,33,No
5/31/2017 14:15:56,ZIM,2,45,2,1,DK,170,DK,186,31,No
5/31/2017 14:16:17,ZIM,2,45,2,2,DK,186,DK,189,30,No
5/31/2017 14:16:37,ZIM,2,45,2,3,DK,189,DK,189.2,30,No
5/31/2017 14:17:11,ZIM,2,45,2,4,DK,189.2,DK,201,30,No
5/31/2017 14:17:27,ZIM,2,45,2,5,DK,209.3,DK,210,35,No
5/31/2017 14:17:46,ZIM,2,45,2,6,DK,210,DK,214,32,No
5/31/2017 14:18:08,ZIM,2,45,3,1,DK,214,DK,215,32,No
5/31/2017 14:18:30,ZIM,2,45,3,2,DK,215,DK,219.6,31,No
5/31/2017 14:18:50,ZIM,2,45,3,3,DK,219.6,DK,221,30,No
5/31/2017 14:21:58,ZIM,2,45,3,4,DK,221,DK,246,30,No
5/31/2017 14:22:28,ZIM,2,45,3,5,DK,246,DK,254,31,No
5/31/2017 14:22:50,ZIM,2,45,3,6,DK,354,DK,354,33,No
5/31/2017 14:23:09,ZIM,2,45,4,1,DK,254,DK,254,29,No
5/31/2017 14:23:29,ZIM,2,45,4,2,DK,254,DK,254,31,No
5/31/2017 14:23:50,ZIM,2,45,4,3,DK,254,DK,254,35,No
5/31/2017 14:24:24,ZIM,2,45,4,4,DK,254,DK,254,35,No
5/31/2017 14:24:47,ZIM,2,45,4,5,DK,254,DK,254,35,No
5/31/2017 14:25:08,ZIM,2,45,4,6,DK,254,DK,254,35,No
5/31/2017 14:25:26,ZIM,2,45,5,1,DK,254,DK,254,30,No
,ZIM,2,45,5,2,DK,254,DK,254,31,No
